model_name,layer_index,pc_index,alpha
nf_resnet50_classification,141,1,52140082.87999684
nf_resnet50_classification,141,2,21544346.900318824
nf_resnet50_classification,141,3,13848863.713938717
nf_resnet50_classification,141,4,21544346.900318824
nf_resnet50_classification,141,5,21544346.900318824
nf_resnet50_classification,141,6,33516026.50938841
nf_resnet50_classification,141,7,33516026.50938841
nf_resnet50_classification,141,8,126185688.30660184
nf_resnet50_classification,141,9,33516026.50938841
nf_resnet50_classification,141,10,21544346.900318824
nf_resnet50_classification,141,11,52140082.87999684
nf_resnet50_classification,141,12,21544346.900318824
nf_resnet50_classification,141,13,81113083.07896855
nf_resnet50_classification,141,14,52140082.87999684
nf_resnet50_classification,141,15,33516026.50938841
nf_resnet50_classification,141,16,52140082.87999684
nf_resnet50_classification,141,17,52140082.87999684
nf_resnet50_classification,141,18,81113083.07896855
nf_resnet50_classification,141,19,52140082.87999684
nf_resnet50_classification,141,20,81113083.07896855
nf_resnet50_classification,141,21,52140082.87999684
nf_resnet50_classification,141,22,81113083.07896855
nf_resnet50_classification,141,23,52140082.87999684
nf_resnet50_classification,141,24,81113083.07896855
nf_resnet50_classification,141,25,52140082.87999684
nf_resnet50_classification,141,26,81113083.07896855
nf_resnet50_classification,141,27,52140082.87999684
nf_resnet50_classification,141,28,126185688.30660184
nf_resnet50_classification,141,29,81113083.07896855
nf_resnet50_classification,141,30,52140082.87999684
nf_resnet50_classification,141,31,52140082.87999684
nf_resnet50_classification,141,32,52140082.87999684
nf_resnet50_classification,141,33,52140082.87999684
nf_resnet50_classification,141,34,126185688.30660184
nf_resnet50_classification,141,35,52140082.87999684
nf_resnet50_classification,141,36,81113083.07896855
nf_resnet50_classification,141,37,81113083.07896855
nf_resnet50_classification,141,38,52140082.87999684
nf_resnet50_classification,141,39,81113083.07896855
nf_resnet50_classification,141,40,81113083.07896855
nf_resnet50_classification,141,41,126185688.30660184
nf_resnet50_classification,141,42,81113083.07896855
nf_resnet50_classification,141,43,81113083.07896855
nf_resnet50_classification,141,44,126185688.30660184
nf_resnet50_classification,141,45,52140082.87999684
nf_resnet50_classification,141,46,126185688.30660184
nf_resnet50_classification,141,47,52140082.87999684
nf_resnet50_classification,141,48,21544346.900318824
nf_resnet50_classification,141,49,52140082.87999684
nf_resnet50_classification,141,50,81113083.07896855
nf_resnet50_classification,141,51,52140082.87999684
nf_resnet50_classification,141,52,81113083.07896855
nf_resnet50_classification,141,53,52140082.87999684
nf_resnet50_classification,141,54,81113083.07896855
nf_resnet50_classification,141,55,81113083.07896855
nf_resnet50_classification,141,56,52140082.87999684
nf_resnet50_classification,141,57,52140082.87999684
nf_resnet50_classification,141,58,52140082.87999684
nf_resnet50_classification,141,59,126185688.30660184
nf_resnet50_classification,141,60,81113083.07896855
nf_resnet50_classification,141,61,81113083.07896855
nf_resnet50_classification,141,62,52140082.87999684
